taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,num_introns,sum_CDS_length,intron_per_kb
1111077,5111,Claviceps_purpurea_20_1.ASM34735v1,Claviceps purpurea 20.1,strain=20.1,GCA_000347355,2013-04,2013-04,PRJEA76493,Scaffold,"Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum Muenchen",32091443,8823,15207,12786255,1.18932
306902,36911,Clavispora_lusitaniae_atcc_42720.ASM383v1,Clavispora lusitaniae ATCC 42720,strain=ATCC 42720,GCA_000003835,2009-06,2009-06,PRJNA12753,Scaffold,Broad Institute,12114892,5936,15,8246328,0.00181899
396776,5501,Coccidioides_immitis_h538_4.ASM14981v1,Coccidioides immitis H538.4,strain=H538.4,GCA_000149815,2016-03,2016-03,PRJNA17355,Scaffold,Broad Institute,27410839,10425,22187,11193767,1.98209
404692,5501,Coccidioides_immitis_rmscc_2394.ASM14989v1,Coccidioides immitis RMSCC 2394,strain=RMSCC 2394,GCA_000149895,2016-03,2016-03,PRJNA17713,Scaffold,Broad Institute,28908395,10357,23000,12570975,1.82961
454286,5501,Coccidioides_immitis_rmscc_3703.ASM15008v1,Coccidioides immitis RMSCC 3703,strain=RMSCC 3703,GCA_000150085,2015-07,2015-07,PRJNA17761,Scaffold,Broad Institute,27708786,10370,22053,10940305,2.01576
246410,5501,Coccidioides_immitis_rs.ASM14933v2,Coccidioides immitis RS,strain=RS,GCA_000149335,2015-03,2015-03,PRJNA12883,Scaffold,Broad Institute,29016019,9757,20749,12739272,1.62874
222929,199306,Coccidioides_posadasii_c735_delta_sowgp.JCVI-cpa1-1.0,Coccidioides posadasii C735 delta SOWgp,strain=C735 delta SOWgp,GCA_000151335,2016-03,2016-03,PRJNA9616,Contig,TIGR-J. Craig Venter Institute,27013412,7228,15725,11343925,1.3862
454284,199306,Coccidioides_posadasii_rmscc_3488.ASM15005v1,Coccidioides posadasii RMSCC 3488,strain=RMSCC 3488,GCA_000150055,2015-07,2015-07,PRJNA17783,Scaffold,Broad Institute,28211108,9856,21854,12295731,1.77736
443226,199306,Coccidioides_posadasii_str_silveira.CPS2,Coccidioides posadasii str. Silveira,strain=Silveira,GCA_000170175,2011-01,2011-01,PRJNA17787,Scaffold,Coccidioides Genome Resources Consortium; The Broad Institute Genome Sequencing Platform,27583241,10225,20608,12567411,1.6398
1445577,710243,Colletotrichum_fioriniae_pj7.CFIO01,Colletotrichum fioriniae PJ7,strain=PJ7,GCA_000582985,2014-04,2014-04,PRJNA233987,Scaffold,Universidad de Salamanca,49002765,13759,26331,20491361,1.28498
1237896,474922,Colletotrichum_gloeosporioides_cg_14.Colletotrichum_gloeosporioides1,Colletotrichum gloeosporioides Cg-14,strain=Cg-14,GCA_000446055,2014-12,2014-12,PRJNA176412,Contig,"Agricultural Research Organization, the Volcani Center, Bet Dagan 50250, Israel",53209944,16538,29327,20523474,1.42895
1213859,474922,Colletotrichum_gloeosporioides.GCA_000319635.1,Colletotrichum gloeosporioides Nara gc5,strain=Nara gc5,GCA_000319635,2012-12,2012-12,PRJNA171218,Scaffold,RIKEN Plant Science Center,55607143,15381,30737,21814126,1.40904
645133,31870,Colletotrichum_graminicola.GCA_000149035.1,Colletotrichum graminicola M1.001,strain=M1.001,GCA_000149035,2010-11,2010-11,PRJNA37879,Scaffold,Broad Institute,51644307,12020,20952,16793163,1.24765
80884,80884,Colletotrichum_higginsianum.GCA_000313795.2,Colletotrichum higginsianum,strain=IMI 349063,GCA_000313795,2012-05,2012-05,PRJNA47061,Scaffold,Max Planck Institute for Plant Breeding Research,49084868,16141,23319,17678667,1.31905
1573173,1573173,Colletotrichum_incanum.Ci238704v1,Colletotrichum incanum,strain=MAFF 238704,GCA_001625285,2016-04,2016-04,PRJNA286717,Scaffold,Max Planck Genome Center Cologne,53597417,12804,24038,19225167,1.25034
1460502,306554,Colletotrichum_nymphaeae_sa_01.CNYM01,Colletotrichum nymphaeae SA-01,strain=SA-01,GCA_001563115,2016-08,2016-08,PRJNA237763,Scaffold,Universidad de Salamanca,49956273,14404,26224,20759860,1.26321
1213857,5465,Colletotrichum_orbiculare.GCA_000350065.1,Colletotrichum orbiculare MAFF 240422,strain=MAFF 240422,GCA_000350065,2013-04,2013-04,PRJNA171217,Scaffold,RIKEN Plant Science Center,90086138,13346,26985,18905929,1.42733
1209931,1209931,Colletotrichum_salicis.CSAL01,Colletotrichum salicis,strain=CBS 607.94,GCA_001563125,2016-03,2016-03,PRJNA238477,Scaffold,Universidad de Salamanca,48373413,13783,26261,19662352,1.3356
703756,703756,Colletotrichum_simmondsii.CSIM01,Colletotrichum simmondsii,strain=CBS122122,GCA_001563135,2016-03,2016-03,PRJNA239224,Scaffold,Universidad de Salamanca,50474234,13884,26823,20808431,1.28904
1173701,1173701,Colletotrichum_sublineola.ASM69613v1,Colletotrichum sublineola,strain=TX430BB,GCA_000696135,2014-06,2014-06,PRJNA246670,Scaffold,Universidad de Salamanca,46755813,12699,22874,18744546,1.2203
708197,708197,Colletotrichum_tofieldiae.Ct0861v1,Colletotrichum tofieldiae,strain=0861,GCA_001625265,2016-04,2016-04,PRJNA286731,Scaffold,Max Planck Genome Center Cologne,52836184,12495,23043,19101363,1.20635
796925,34488,Conidiobolus_coronatus_nrrl_28638.Conidiobolus_coronatus_NRRL28638,Conidiobolus coronatus NRRL 28638,strain=NRRL 28638,GCA_001566745,2016-03,2016-03,PRJNA67455,Scaffold,JGI-PSF,39903661,10568,18352,10984186,1.67077
741705,80637,Coniophora_puteana_rwd_64_598_ss2.Conpu1,Coniophora puteana RWD-64-598 SS2,strain=RWD-64-598 SS2,GCA_000271625,2013-05,2013-05,PRJNA53977,Scaffold,DOE Joint Genome Institute,42968544,1013,4322,1246557,3.46715
1168221,61459,Coniosporium_apollinis_cbs_100218.Coni_apol_CBS100218__V1,Coniosporium apollinis CBS 100218,strain=CBS 100218,GCA_000281105,2013-05,2013-05,PRJNA157061,Scaffold,Broad Institute,28645321,9308,16988,13487287,1.25956
240176,5346,Coprinopsis_cinerea_okayama7_130.CC3,Coprinopsis cinerea okayama7#130,strain=okayama7#130,GCA_000182895,2014-08,2014-08,PRJNA1447,Contig,Broad Institute,36192590,13339,61780,18522888,3.33533
983644,73501,Cordyceps_militaris_cm01.CmilitarisCM01_v01,Cordyceps militaris CM01,strain=CM01,GCA_000225605,2012-05,2012-05,PRJNA41129,Scaffold,"Shanghai Institutes for Biological Sciences (SIBS), Chinese Academy of Sciences",32268578,9651,19221,14644389,1.31252
1334442,1859096,Cryptococcus_gattii_2001_935_1.Cryp_gatt_2001_935-1_V1,Cryptococcus gattii VGII 2001/935-1,strain=2001/935-1,GCA_000835815,2015-02,2015-02,PRJNA203282,Scaffold,Broad Institute,17566680,6495,31814,9598533,3.31446
1296104,1859096,Cryptococcus_gattii_99_473.Cryp_gatt_99_473_V1,Cryptococcus gattii VGII 99/473,strain=99/473,GCA_000836455,2015-03,2015-03,PRJNA191326,Scaffold,Broad Institute,17403577,6488,31763,9580392,3.31542
1296107,1859096,Cryptococcus_gattii_ca1014.Cryp_gatt_CA1014_V1,Cryptococcus gattii VGII CA1014,strain=CA1014,GCA_000875795,2015-02,2015-02,PRJNA191329,Scaffold,Broad Institute,17527606,6481,31948,9635127,3.31578
1296109,552467,Cryptococcus_gattii_ca1280.Cryp_gatt_CA1280_V1,Cryptococcus gattii CA1280,strain=CA1280,GCA_000836335,2015-02,2015-02,PRJNA191331,Scaffold,Broad Institute,17588017,6683,32093,9820779,3.26787
1296111,552467,Cryptococcus_gattii_ca1873.Cryp_gatt_CA1873_V1,Cryptococcus gattii CA1873,strain=CA1873,GCA_000855695,2015-02,2015-02,PRJNA191333,Scaffold,Broad Institute,17438253,6634,32017,9811101,3.26334
1296101,1859096,Cryptococcus_gattii_cbs_10090.Cryp_gatt_CBS10090_V1,Cryptococcus gattii VGII CBS 10090,strain=CBS 10090,GCA_000835765,2015-02,2015-02,PRJNA191323,Scaffold,Broad Institute,17478748,6485,31807,9588573,3.31718
1296102,37769,Cryptococcus_gattii_e566.Cryp_gatt_E566_V1,Cryptococcus gattii E566,strain=E566,GCA_000875815,2015-03,2015-03,PRJNA191324,Scaffold,Broad Institute,17996826,6732,33165,10211223,3.2479
1296103,37769,Cryptococcus_gattii_ejb2.Cryp_gatt_EJB2_V1,Cryptococcus gattii EJB2,strain=EJB2,GCA_000835745,2015-02,2015-02,PRJNA191325,Scaffold,Broad Institute,17671044,6763,33044,10195602,3.24101
1296105,1859121,Cryptococcus_gattii_ind107.Cryp_gatt_IND107_V2,Cryptococcus gattii VGIV IND107,strain=IND107,GCA_000835755,2015-02,2015-02,PRJNA191327,Scaffold,Broad Institute,17649378,6696,32126,9889836,3.24839
1296106,1859096,Cryptococcus_gattii_la55.Cryp_gatt_LA55_V1,Cryptococcus gattii VGII LA55,strain=LA55,GCA_000836315,2015-02,2015-02,PRJNA191328,Scaffold,Broad Institute,17360036,6497,31709,9566580,3.31456
1296117,1859096,Cryptococcus_gattii_mmrl2647.Cryp_gatt_MMRL2647_V2,Cryptococcus gattii VGII MMRL2647,strain=MMRL2647,GCA_000875855,2015-02,2015-02,PRJNA191372,Scaffold,Broad Institute,17485654,6475,31715,9558909,3.31785
1296108,37769,Cryptococcus_gattii_nt_10.Cryp_gatt_NT-10_V1,Cryptococcus gattii NT-10,strain=NT-10,GCA_000935105,2015-03,2015-03,PRJNA191330,Scaffold,Broad Institute,18032565,6744,33136,10221987,3.24164
294750,1859096,Cryptococcus_gattii_r265.CNB2,Cryptococcus gattii VGII R265,strain=R265,GCA_000149475,2015-08,2015-08,PRJNA13691,Scaffold,Broad Institute,17475811,6456,31840,9568176,3.3277
1296110,1859096,Cryptococcus_gattii_ram5.Cryp_gatt_Ram5_V1,Cryptococcus gattii VGII Ram5,strain=Ram5,GCA_000836375,2015-02,2015-02,PRJNA191332,Scaffold,Broad Institute,17453840,6463,31659,9555546,3.31315
1296112,37769,Cryptococcus_gattii_ru294.Cryp_gatt_Ru294_V1,Cryptococcus gattii Ru294,strain=Ru294,GCA_000836355,2015-02,2015-02,PRJNA191334,Scaffold,Broad Institute,17860310,6757,33089,10191258,3.2468
367775,37769,Cryptococcus_gattii_wm276.ASM18594v1,Cryptococcus gattii WM276,strain=WM276,GCA_000185945,2014-10,2014-10,PRJNA13692,Chromosome,Canada's Michael Smith Genome Sciences Centre,18374760,6329,31771,9856194,3.22346
214684,5207,Cryptococcus_neoformans.GCA_000091045.1,Cryptococcus neoformans var. neoformans JEC21,strain=JEC21,GCA_000091045,2010-03,2010-03,PRJNA13856,Chromosome,TIGR,19051922,6273,33000,10097664,3.26808
235443,5207,Cryptococcus_neoformans_var_grubii_h99.CNA3,Cryptococcus neoformans var. grubii H99,strain=H99,GCA_000149245,2015-11,2015-11,PRJNA411,Chromosome,Broad Institute,18916112,6962,36543,10942401,3.33958
283643,5207,Cryptococcus_neoformans_var_neoformans_b_3501a.ASM14938v1,Cryptococcus neoformans var. neoformans B-3501A,strain=B-3501A,GCA_000149385,2010-03,2010-03,PRJNA12386,Chromosome,Stanford University,19699782,6500,34885,10582536,3.29647
4903,4903,Cyberlindnera_jadinii.cj1,Cyberlindnera jadinii,strain=CBS1600,GCA_001245095,2015-07,2015-07,PRJEB7977,Scaffold,JUSTUS LIEBIG UNIVERSITAT,12707304,5057,1051,6740825,0.155916
1314674,394432,Cylindrobasidium_torrendii_fp15055_ss_10.Cylto1,Cylindrobasidium torrendii FP15055 ss-10,strain=FP15055 ss-10,GCA_000934385,2015-03,2015-03,PRJNA196018,Scaffold,DOE Joint Genome Institute,31574086,13927,56512,17302504,3.26612
1220924,293227,Cyphellophora_europaea_cbs_101466.Phia_euro_CBS_101466_V1,Cyphellophora europaea CBS 101466,strain=CBS 101466,GCA_000365145,2014-12,2014-12,PRJNA172438,Scaffold,Broad Institute,28781303,11094,11678,16242444,0.71898
1858805,1858805,Dacryopinax_sp_djm_731_ss1.Dacryopinax_sp_DJM_731_SSP1_v1_0,Dacryopinax primogenitus,strain=DJM-731 SS1,GCA_000292625,2013-03,2013-03,PRJNA62091,Scaffold,DOE Joint Genome Institute,29503487,10240,36839,12430995,2.96348
1284197,430498,Dactylellina_haptotyla_cbs_200_50.MHA_v2,Dactylellina haptotyla CBS 200.50,strain=CBS 200.50,GCA_000441935,2013-07,2013-07,PRJNA186729,Scaffold,Lund University,39531920,10959,25305,17040818,1.48496
58627,58627,Debaryomyces_fabryi.debFab1.0,Debaryomyces fabryi,strain=CBS 789,GCA_001447935,2015-12,2015-12,PRJNA288902,Contig,"University of Natural Resources and Life Sciences, Vienna",11700921,6027,207,8666944,0.0238839
284592,4959,Debaryomyces_hansenii_cbs767.ASM644v2,Debaryomyces hansenii CBS767,strain=CBS767,GCA_000006445,2015-02,2015-02,PRJNA13832,Chromosome,Genolevures Consortium,12152486,6270,466,9020967,0.0516574
1214573,1214573,Diaporthe_ampelina.UCDDA912v1.0,Diaporthe ampelina,NA,GCA_001006365,2015-05,2015-05,PRJNA261766,Scaffold,University of California Davis,47325858,10704,19099,14203473,1.34467
732165,114155,Dichomitus_squalens_lyad_421_ss1.Dichomitus_squalens_v1_0,Dichomitus squalens LYAD-421 SS1,strain=LYAD-421 SS1,GCA_000275845,2013-05,2013-05,PRJNA53511,Scaffold,JGI,42748430,7192,30054,8549493,3.5153
420778,420778,Diplodia_seriata.UCDDS831v0.1,Diplodia seriata,NA,GCA_001006355,2015-05,2015-05,PRJNA261773,Scaffold,University of California Davis,37120944,9343,19640,12342306,1.59127
675120,64363,Dothistroma_septosporum.GCA_000340195.1,Dothistroma septosporum NZE10,strain=NZE10,GCA_000340195,2013-04,2013-04,PRJNA74753,Scaffold,JGI,30209431,12400,13737,15308633,0.897337
98403,98403,Drechmeria_coniospora.ASM162519v1,Drechmeria coniospora,strain=ARSEF 6962,GCA_001625195,2016-03,2016-03,PRJNA277234,Chromosome,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences",32831003,8236,13931,12850311,1.0841
1043628,314127,Drechslerella_stenobrocha_248.DREv1,Drechslerella stenobrocha 248,strain=248,GCA_000525045,2014-04,2014-04,PRJNA67941,Scaffold,"Institute of Microbiology, Chinese Academy of Sciences",21174508,5597,14382,8693097,1.65442
1003232,70536,Edhazardia_aedis_usnm_41457.Edha_aedis_V4b,Edhazardia aedis USNM 41457,strain=USNM 41457,GCA_000230595,2015-10,2015-10,PRJNA65125,Scaffold,Broad Institute,51348006,4189,21,4445241,0.00472415
1247875,73230,Emmonsia_crescens_uamh_3008.ASM100828v1,Emmonsia crescens UAMH 3008,strain=UAMH 3008,GCA_001008285,2015-05,2015-05,PRJNA178252,Scaffold,Broad Institute,30697411,9444,17712,12829038,1.38062
1246674,73231,Emmonsia_parva_uamh_139.ASM101475v1,Emmonsia parva UAMH 139,strain=UAMH 139,GCA_001014755,2015-06,2015-06,PRJNA178178,Scaffold,Broad Institute,30969503,8562,15758,11031870,1.42841
1355160,6035,Encephalitozoon_cuniculi_ecuniii_l.ECIIIL,Encephalitozoon cuniculi EcunIII-L,strain=EcunIII-L,GCA_001078035,2015-07,2015-07,PRJNA210874,Contig,University of Ottawa,2292373,1834,36,1965220,0.0183186
284813,6035,Encephalitozoon_cuniculi_gb_m1.ASM9122v1,Encephalitozoon cuniculi GB-M1,strain=GB-M1,GCA_000091225,2015-02,2015-02,PRJNA13833,Chromosome,Genoscope,2497519,2093,34,2148753,0.0158231
907965,27973,Encephalitozoon_hellem_atcc_50504.ASM27781v3,Encephalitozoon hellem ATCC 50504,strain=ATCC 50504,GCA_000277815,2014-10,2014-10,PRJNA53973,Chromosome,University of British Columbia,2251784,1928,35,2008135,0.0174291
876142,58839,Encephalitozoon_intestinalis_atcc_50506.ASM14646v1,Encephalitozoon intestinalis ATCC 50506,strain=ATCC 50506,GCA_000146465,2014-10,2014-10,PRJNA42703,Chromosome,"Keeling lab, University of British Columbia",2216898,1939,29,1988617,0.014583
1178016,571949,Encephalitozoon_romaleae_sj_2008.ASM28003v2,Encephalitozoon romaleae SJ-2008,strain=SJ-2008,GCA_000280035,2014-10,2014-10,PRJNA160949,Chromosome,University of Ottawa,2187595,1831,33,1949670,0.0169259
1263415,364733,Endocarpon_pusillum_z07020.EPUS,Endocarpon pusillum Z07020,strain=Z07020,GCA_000464535,2013-09,2013-09,PRJNA181958,Scaffold,chinese academy of science,37130611,9238,14279,14706639,0.970922
481877,31281,Enterocytozoon_bieneusi_h348.ASM20948v1,Enterocytozoon bieneusi H348,strain=H348,GCA_000209485,2015-12,2015-12,PRJNA21011,Scaffold,Tufts Cummings School of Veterinary Medicine,3859738,3632,0,2611447,0
931890,45285,Eremothecium_cymbalariae_dbvpg_7215.ASM23536v1,Eremothecium cymbalariae DBVPG#7215,strain=DBVPG#7215,GCA_000235365,2014-10,2014-10,PRJNA60715,Chromosome,Carlsberg Laboratory,9669424,4434,228,6478506,0.0351933
45286,45286,Eremothecium_sinecaudum.ASM154855v1,Eremothecium sinecaudum,strain=ATCC 58844,GCA_001548555,2016-02,2016-02,PRJNA310026,Chromosome,Duke University,8948761,4519,276,6659295,0.0414458
52586,52586,Erysiphe_necator.ASM79871v1,Erysiphe necator,strain=c,GCA_000798715,2014-12,2014-12,PRJNA247407,Scaffold,"University of California, Davis",52505057,6484,10960,9202902,1.19093
1287681,97096,Eutypa_lata_ucrel1.UCREL1V03,Eutypa lata UCREL1,strain=UCREL1,GCA_000349385,2013-03,2013-03,PRJNA187490,Scaffold,UC Davis,54005819,11685,22293,15149520,1.47153
1182545,1033840,Exophiala_aquamarina_cbs_119918.Exop_aqua_CBS_119918_V1,Exophiala aquamarina CBS 119918,strain=CBS 119918,GCA_000709125,2015-07,2015-07,PRJNA164593,Scaffold,Broad Institute,41566958,13117,16078,18229869,0.881959
858893,5970,Exophiala_dermatitidis_nih_ut8656.Exop_derm_V1,Exophiala dermatitidis NIH/UT8656,strain=NIH/UT8656,GCA_000230625,2012-02,2012-02,PRJNA64935,Scaffold,Broad Institute,26376767,9269,11513,13956046,0.824947
212818,212818,Exophiala_mesophila.Exop_meso_CBS40295_V1,Exophiala mesophila,strain=CBS 40295,GCA_000836275,2015-02,2015-02,PRJNA325797,Scaffold,Broad Institute,29273723,9181,12728,14078463,0.904076
215243,215243,Exophiala_oligosperma.Exop_olig_CBS72588_V1,Exophiala oligosperma,strain=CBS 72588,GCA_000835515,2015-02,2015-02,PRJNA325798,Scaffold,Broad Institute,38224514,11892,17200,17402988,0.988336
1016849,1016849,Exophiala_sideris.Exop_side_CBS121828_V1,Exophiala sideris,strain=CBS 121828,GCA_000835395,2015-02,2015-02,PRJNA325799,Scaffold,Broad Institute,29505589,10191,13625,15267243,0.892434
91928,91928,Exophiala_spinifera.Exop_spin_CBS89968_V1,Exophiala spinifera,strain=CBS 89968,GCA_000836115,2015-02,2015-02,PRJNA325800,Scaffold,Broad Institute,32912349,12047,16747,17871396,0.937084
348802,348802,Exophiala_xenobiotica.Exop_xeno_CBS118157_V1,Exophiala xenobiotica,strain=CBS 118157,GCA_000835505,2015-02,2015-02,PRJNA325801,Scaffold,Broad Institute,31405760,12018,17474,17660115,0.989461
599839,599839,Fibroporia_radiculosa.ASM31352v1,Fibroporia radiculosa,strain=TFFH 294,GCA_000313525,2015-09,2015-09,PRJEA72357,Scaffold,"Forest Products, Mississippi State University",28378039,9262,50843,13265472,3.83273
436010,436010,Fibulorhizoctonia_sp_cbs_109695.Fibsp1,Fibulorhizoctonia sp. CBS 109695,strain=CBS 109695,GCA_001630335,2016-04,2016-04,PRJNA196049,Scaffold,DOE Joint Genome Institute,95118143,32830,115091,32896461,3.49858
1128425,40457,Fistulina_hepatica_atcc_64428.Fishe1,Fistulina hepatica ATCC 64428,strain=ATCC 64428,GCA_000934395,2015-03,2015-03,PRJNA196028,Scaffold,DOE Joint Genome Institute,33847808,9387,43158,11414874,3.78086
694068,208960,Fomitiporia_mediterranea_mf3_22.Fomme1,Fomitiporia mediterranea MF3/22,strain=MF3/22,GCA_000271605,2013-05,2013-05,PRJNA56107,Scaffold,JGI,63354419,533,1520,487063,3.12075
743788,40483,Fomitopsis_pinicola_fp_58527_ss1.Fompi3,Fomitopsis pinicola FP-58527 SS1,strain=FP-58527 SS1,GCA_000344655,2013-07,2013-07,PRJNA52941,Scaffold,DOE Joint Genome Institute,41614358,13851,62213,16855709,3.69092
1442371,979981,Fonsecaea_multimorphosa_cbs_102226.Fons_mult_CBS_102226_V1,Fonsecaea multimorphosa CBS 102226,strain=CBS 102226,GCA_000836435,2015-03,2015-03,PRJNA233317,Scaffold,Broad Institute,33447075,12367,17377,18392334,0.944796
1442368,40355,Fonsecaea_pedrosoi_cbs_271_37.Fons_pedr_CBS_271_37_V1,Fonsecaea pedrosoi CBS 271.37,strain=CBS 271.37,GCA_000835455,2015-02,2015-02,PRJNA233314,Scaffold,Broad Institute,34688880,12526,18237,18463875,0.987712
1215603,5127,Fusarium_fujikuroi.EF1,Fusarium fujikuroi B14,strain=B14,GCA_000315255,2013-08,2013-08,PRJNA171493,Scaffold,Soonchunhyang University,43847810,14809,26764,21589371,1.23968
5127,5127,Fusarium_fujikuroi_gca_001023035.ASM102303v1,Fusarium fujikuroi,strain=KSU X-10626,GCA_001023035,2015-06,2015-06,PRJNA231623,Scaffold,University of Milan,43110459,14799,26093,21384189,1.2202
5127,5127,Fusarium_fujikuroi_gca_001023045.ASM102304v1,Fusarium fujikuroi,strain=FGSC 8932,GCA_001023045,2015-06,2015-06,PRJNA231623,Scaffold,University of Milan,43096072,14830,26615,21052929,1.26419
5127,5127,Fusarium_fujikuroi_gca_001023065.ASM102306v1,Fusarium fujikuroi,strain=KSU 3368,GCA_001023065,2015-06,2015-06,PRJNA231623,Scaffold,University of Milan,43499819,15182,26456,21393189,1.23666
5518,5518,Fusarium_graminearum_gca_000599445.CS3005v1,Fusarium graminearum,strain=CS3005,GCA_000599445,2014-05,2014-05,PRJNA235346,Chromosome,CSIRO,36667552,13355,23880,18641949,1.28098
229533,5518,Fusarium_graminearum.RR,Fusarium graminearum PH-1,strain=PH-1; NRRL 31084,GCA_000240135,2014-11,2014-11,PRJNA13839,Chromosome,International Gibberella zeae Genomics Consortium,38060440,14154,24696,19216968,1.28511
179993,179993,Fusarium_langsethiae.ASM129263v1,Fusarium langsethiae,strain=Fl201059,GCA_001292635,2015-10,2015-10,PRJNA271560,Scaffold,Bioforsk,37543021,11940,21690,17450187,1.24297
660025,5507,Fusarium_oxysporum.FO2,Fusarium oxysporum Fo5176,strain=Fo5176,GCA_000222805,2007-08,2011-02,PRJNA68027,Contig,CSIRO,61470697,17696,29404,21631774,1.3593
660027,5507,Fusarium_oxysporum_fo47.FO_Fo47_V1,Fusarium oxysporum Fo47,strain=Fo47,GCA_000271705,2014-04,2014-04,PRJNA67069,Scaffold,Broad Institute,49664628,18188,29622,24014433,1.23351
909455,5507,Fusarium_oxysporum_fosc_3_a.FO_FOSC_3_a_V1,Fusarium oxysporum FOSC 3-a,strain=FOSC 3-a,GCA_000271745,2014-04,2014-04,PRJNA67067,Scaffold,Broad Institute,47906303,17277,28250,23057709,1.22519
1089457,5507,Fusarium_oxysporum_f_sp_conglutinans_race_2_54008.FO_PHW808_V1,Fusarium oxysporum f. sp. conglutinans race 2 54008,strain=54008,GCA_000260215,2014-04,2014-04,PRJNA73543,Scaffold,Broad Institute,53575352,19846,29924,24495384,1.22162
1229664,5507,Fusarium_oxysporum_f_sp_cubense_race_1.Foc1_1.0,Fusarium oxysporum f. sp. cubense race 1,strain=race 1,GCA_000350345,2013-04,2013-04,PRJNA174274,Scaffold,BGI,47657417,15438,29011,20814303,1.3938
1229665,5507,Fusarium_oxysporum_f_sp_cubense_race_4.Foc4_1.0,Fusarium oxysporum f. sp. cubense race 4,strain=race 4,GCA_000350365,2013-04,2013-04,PRJNA174275,Scaffold,BGI,52926277,14459,27091,19182525,1.41227
1089451,5507,Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006.FO_II5_V1,Fusarium oxysporum f. sp. cubense tropical race 4 54006,strain=54006,GCA_000260195,2014-04,2014-04,PRJNA73539,Scaffold,Broad Institute,46553780,16626,27507,22492038,1.22297
1080343,5507,Fusarium_oxysporum_f_sp_lycopersici_mn25.FO_MN25_V1,Fusarium oxysporum f. sp. lycopersici MN25,strain=MN25,GCA_000259975,2014-04,2014-04,PRJNA72769,Scaffold,Broad Institute,48637398,17923,28565,23375703,1.222
1089452,5507,Fusarium_oxysporum_f_sp_melonis_26406.FO_melonis_V1,Fusarium oxysporum f. sp. melonis 26406,strain=26406,GCA_000260495,2014-05,2014-05,PRJNA73541,Scaffold,Broad Institute,54034280,19655,30854,24928476,1.2377
1080344,5507,Fusarium_oxysporum_f_sp_pisi_hdv247.FO_HDV247_V1,Fusarium oxysporum f. sp. pisi HDV247,strain=HDV247,GCA_000260075,2014-04,2014-04,PRJNA72771,Scaffold,Broad Institute,55188216,19615,31532,25499604,1.23657
1089448,5507,Fusarium_oxysporum_f_sp_radicis_lycopersici_26381.FO_CL57_V1,Fusarium oxysporum f. sp. radicis-lycopersici 26381,strain=26381,GCA_000260155,2014-04,2014-04,PRJNA73535,Scaffold,Broad Institute,49359289,18235,29375,23878152,1.2302
1089458,5507,Fusarium_oxysporum_f_sp_raphani_54005.FO_PHW815_V1,Fusarium oxysporum f. sp. raphani 54005,strain=54005,GCA_000260235,2014-05,2014-05,PRJNA73545,Scaffold,Broad Institute,53499362,19295,29921,24615348,1.21554
1089449,5507,Fusarium_oxysporum_f_sp_vasinfectum_25433.FO_Cotton_V1,Fusarium oxysporum f. sp. vasinfectum 25433,strain=25433,GCA_000260175,2014-04,2014-04,PRJNA73537,Scaffold,Broad Institute,52914414,18900,29833,24320094,1.22668
1028729,101028,Fusarium_pseudograminearum.GCA_000303195.1,Fusarium pseudograminearum CS3096,strain=CS3096,GCA_000303195,2014-03,2014-03,PRJNA66583,Chromosome,CSIRO,36932859,12448,23187,18146866,1.27774
660122,140110,Fusarium_solani.v2.0,Nectria haematococca mpVI 77-13-4,NA,GCA_000151355,2007-03,2009-08,PRJNA16586,Scaffold,DOE Joint Genome Institute,51291997,15705,32500,22633125,1.43595
334819,117187,Fusarium_verticillioides.ASM14955v1,Fusarium verticillioides 7600,strain=7600,GCA_000149555,2007-03,2011-04,PRJNA15553,Chromosome,"Syngenta Biotechnology, Inc.",41885085,14166,24282,17841492,1.36098
644352,36779,Gaeumannomyces_graminis.Gae_graminis_V2,Gaeumannomyces tritici R3-111a-1,strain=R3-111a-1,GCA_000145635,2011-04,2012-02,PRJNA37931,Scaffold,Broad Institute,43768664,14174,23093,18466902,1.25051
685588,109633,Galerina_marginata_cbs_339_88.Galma1,Galerina marginata CBS 339.88,strain=CBS 339.88,GCA_000697645,2014-06,2014-06,PRJNA207683,Scaffold,DOE Joint Genome Institute,59418196,21385,88205,24650557,3.57822
914234,42742,Gelatoporia_subvermispora_b.Ceriporiopsis_subvermispora_B_v1_0,Gelatoporia subvermispora B,strain=B,GCA_000320605,2013-06,2013-06,PRJNA60419,Scaffold,DOE Joint Genome Institute,38969650,12121,61821,15490598,3.99087
1173061,1173061,Geotrichum_candidum.New2.3_08062011,Geotrichum candidum,strain=CLIB 918,GCA_001402995,2015-09,2015-09,PRJEB5752,Scaffold,INRA-MICALIS,24836057,6799,3831,10533296,0.363704
1104152,101852,Glarea_lozoyensis_74030.LBAGla_1.0,Glarea lozoyensis 74030,strain=74030,GCA_000238015,2013-10,2013-10,PRJNA74639,Scaffold,Institute of Pharmaceutical Sciences,38718320,7904,19573,8149605,2.40171
